# This document stores information about OSRS items that are
# not directly extractable from the OSRS Wiki. The purpose of
# the document is to aid item metadata extraction by normalizing
# item names
#
# The structure of the file is:
# itemID|itemName|normalizedName|statusCode
# 1) itemID is directly from the OSRS client cache
# 2) itemName is directly from the OSRS client cache
# 3) nomalizedName is the itemName normalized for the OSRS Wiki
# 4) statusCode documents specific item scenarios
#
# The specified statusCodes are:
# 0: no issue, normalized name used for direct Wiki query
# 1: invalid item (item has no name, or Null name)
# 2: unobtainable item (items that are no longer in game)
# 3: unusable item (things like board game pieces, puzzle box pieces)
# 4: item is not really an item (usually an item ID to link to an icon)
# 5: item has no dedicated, or related, page on OSRS wiki
# 6: equipable item bonuses extraction error
#
19|Holy grail|Holy grail (item)|0
10617|Tribal mask|Tribal mask (blue)|0
10682|D'hide body (g)|Green d'hide body (g)|0
10683|D'hide body (t)|Green d'hide body (t)|0
10684|D'hide body (g)|Blue d'hide body (g)|0
10685|D'hide body (t)|Blue d'hide body (t)|0
10686|Wizard robe (g)|Blue wizard robe (g)|0
10687|Wizard robe (t)|Blue wizard robe (t)|0
10778|Saradomin plate|Saradomin platebody|0
10779|Saradomin plate|Saradomin platebody|0
10822|Yak-hide armour|Yak-hide armour (top)|0
10823|Yak-hide armour|Yak-hide armour (top)|0
10824|Yak-hide armour|Yak-hide armour (legs)|0
10825|Yak-hide armour|Yak-hide armour (legs)|0
10829|Documents|None|2
10835|Bulging taxbag|None|2
10840|A jester stick|None|2
10841|Apricot cream pie|None|2
10852|Summer garden|None|4
10853|Spring garden|None|4
10854|Autumn garden|None|4
10855|Winter garden|None|4
10871|Pipe|Pipe (Tower of Life)|0
10909|Mixture - step 1(4)|None|4
10910|Mixture - step 1(4)|None|4
10911|Mixture - step 1(3)|None|4
10912|Mixture - step 1(3)|None|4
10913|Mixture - step 1(2)|None|4
10914|Mixture - step 1(2)|None|4
10915|Mixture - step 1(1)|None|4
10916|Mixture - step 1(1)|None|4
10917|Mixture - step 2(4)|None|4
10918|Mixture - step 2(4)|None|4
10919|Mixture - step 2(3)|None|4
10920|Mixture - step 2(3)|None|4
10921|Mixture - step 2(2)|None|4
10922|Mixture - step 2(2)|None|4
10923|Mixture - step 2(1)|None|4
10924|Mixture - step 2(1)|None|4
10925|Sanfew serum(4)|Sanfew serum|0
10926|Sanfew serum(4)|Sanfew serum|0
10927|Sanfew serum(3)|Sanfew serum|0
10928|Sanfew serum(3)|Sanfew serum|0
10929|Sanfew serum(2)|Sanfew serum|0
10930|Sanfew serum(2)|Sanfew serum|0
10931|Sanfew serum(1)|Sanfew serum|0
10932|Sanfew serum(1)|Sanfew serum|0
10946|Pushup|None|4
10947|Run|None|4
10948|Situp|None|4
10949|Starjump|None|4
10950|Skull staples|None|4
10951|Skull staples|None|4
10966|Grubs Ã  la mode|Grubs Ã  la mode|5
10991|Lever|Lever (Dorgesh-Kaan Agility Course)|0
10992|Lever|Lever (Dorgesh-Kaan Agility Course)|0
10997|Molanisk|None|4
10998|Cave goblin|None|4
11012|Wand|Wand (What Lies Below)|0
11036|Parchment|Parchment (Olaf's Quest)|0
11039|Key|Key (Olaf's Quest)|0
11040|Key|Key (Olaf's Quest)|0
11041|Key|Key (Olaf's Quest)|0
11042|Key|Key (Olaf's Quest)|0
11043|Key|Key (Olaf's Quest)|0
11047|Brine rat|None|4
11058|Mace|Ancient mace|0
11062|Zanik (slice)|Zanik (item)|0
11079|Castle wars bracelet(3)|Castle wars bracelet|0
11080|Castle wars bracelet(3)|Castle wars bracelet|0
11081|Castle wars bracelet(2)|Castle wars bracelet|0
11082|Castle wars bracelet(2)|Castle wars bracelet|0
11083|Castle wars bracelet(1)|Castle wars bracelet|0
11084|Castle wars bracelet(1)|Castle wars bracelet|0
11095|Abyssal bracelet(5)|Abyssal bracelet|0
11096|Abyssal bracelet(5)|Abyssal bracelet|0
11097|Abyssal bracelet(4)|Abyssal bracelet|0
11098|Abyssal bracelet(4)|Abyssal bracelet|0
11099|Abyssal bracelet(3)|Abyssal bracelet|0
11100|Abyssal bracelet(3)|Abyssal bracelet|0
11101|Abyssal bracelet(2)|Abyssal bracelet|0
11102|Abyssal bracelet(2)|Abyssal bracelet|0
11103|Abyssal bracelet(1)|Abyssal bracelet|0
11104|Abyssal bracelet(1)|Abyssal bracelet|0
11105|Skills necklace(4)|Skills necklace|0
11106|Skills necklace(4)|Skills necklace|0
11107|Skills necklace(3)|Skills necklace|0
11108|Skills necklace(3)|Skills necklace|0
11109|Skills necklace(2)|Skills necklace|0
11110|Skills necklace(2)|Skills necklace|0
11111|Skills necklace(1)|Skills necklace|0
11112|Skills necklace(1)|Skills necklace|0
11117|Dragon bracelet|Dragonstone bracelet|0
11118|Combat bracelet(4)|Combat bracelet|0
11119|Combat bracelet(4)|Combat bracelet|0
11120|Combat bracelet(3)|Combat bracelet|0
11121|Combat bracelet(3)|Combat bracelet|0
11122|Combat bracelet(2)|Combat bracelet|0
11123|Combat bracelet(2)|Combat bracelet|0
11124|Combat bracelet(1)|Combat bracelet|0
11125|Combat bracelet(1)|Combat bracelet|0
11151|Dream vial (empty)|Dream vial|0
11152|Dream vial (water)|Dream vial|0
11153|Dream vial (herb)|Dream vial|0
11164|Restored shield|None|2
11176|Arrowheads|Arrowheads (Varrock Museum)|0
11177|Jewellery|Jewellery (item)|0
11190|Digsite pendant (1)|Digsite pendant|0
11191|Digsite pendant (2)|Digsite pendant|0
11192|Digsite pendant (3)|Digsite pendant|0
11193|Digsite pendant (4)|Digsite pendant|0
11194|Digsite pendant (5)|Digsite pendant|0
11227|Dragon arrow(p)|Dragon arrow|0
11228|Dragon arrow(p+)|Dragon arrow|0
11229|Dragon arrow(p++)|Dragon arrow|0
11231|Dragon dart(p)|Dragon dart|0
11233|Dragon dart(p+)|Dragon dart|0
11234|Dragon dart(p++)|Dragon dart|0
11267|Dummy|None|4
11268|Dummy|None|4
11269|Dummy|None|4
11270|Dummy|None|4
11271|Dummy|None|4
11272|Dummy|None|4
11379|Bronze hasta(p)|Bronze hasta|0
11380|Bronze hasta(p)|Bronze hasta|0
11381|Bronze hasta(kp)|Bronze hasta|0
11382|Bronze hasta(p+)|Bronze hasta|0
11383|Bronze hasta(p+)|Bronze hasta|0
11384|Bronze hasta(p++)|Bronze hasta|0
11385|Bronze hasta(p++)|Bronze hasta|0
11386|Iron hasta(p)|Iron hasta|0
11387|Iron hasta(p)|Iron hasta|0
11388|Iron hasta(kp)|Iron hasta|0
11389|Iron hasta(p+)|Iron hasta|0
11390|Iron hasta(p+)|Iron hasta|0
11391|Iron hasta(p++)|Iron hasta|0
11392|Iron hasta(p++)|Iron hasta|0
11393|Steel hasta(p)|Steel hasta|0
11394|Steel hasta(p)|Steel hasta|0
11395|Steel hasta(kp)|Steel hasta|0
11396|Steel hasta(p+)|Steel hasta|0
11397|Steel hasta(p+)|Steel hasta|0
11398|Steel hasta(p++)|Steel hasta|0
11399|Steel hasta(p++)|Steel hasta|0
11400|Mithril hasta(p)|Mithril hasta|0
11401|Mithril hasta(p)|Mithril hasta|0
11402|Mithril hasta(kp)|Mithril hasta|0
11403|Mithril hasta(p+)|Mithril hasta|0
11404|Mithril hasta(p+)|Mithril hasta|0
11405|Mithril hasta(p++)|Mithril hasta|0
11406|Mithril hasta(p++)|Mithril hasta|0
11407|Adamant hasta(p)|Adamant hasta|0
11408|Adamant hasta(p)|Adamant hasta|0
11409|Adamant hasta(kp)|Adamant hasta|0
11410|Adamant hasta(p+)|Adamant hasta|0
11411|Adamant hasta(p+)|Adamant hasta|0
11412|Adamant hasta(p++)|Adamant hasta|0
11413|Adamant hasta(p++)|Adamant hasta|0
11414|Rune hasta(p)|Rune hasta|0
11415|Rune hasta(p)|Rune hasta|0
11416|Rune hasta(kp)|Rune hasta|0
11417|Rune hasta(p+)|Rune hasta|0
11418|Rune hasta(p+)|Rune hasta|0
11419|Rune hasta(p++)|Rune hasta|0
11420|Rune hasta(p++)|Rune hasta|0
11427|Fish vial|None|2
11428|Fish vial|None|2
11429|Attack mix(2)|Attack mix|0
11430|Attack mix(2)|Attack mix|0
11431|Attack mix(1)|Attack mix|0
11432|Attack mix(1)|Attack mix|0
11433|Antipoison mix(2)|Antipoison mix|0
11434|Antipoison mix(2)|Antipoison mix|0
11435|Antipoison mix(1)|Antipoison mix|0
11436|Antipoison mix(1)|Antipoison mix|0
11437|Relicym's mix(2)|Relicym's mix|0
11438|Relicym's mix(2)|Relicym's mix|0
11439|Relicym's mix(1)|Relicym's mix|0
11440|Relicym's mix(1)|Relicym's mix|0
11441|Strength mix(1)|Strength mix|0
11442|Strength mix(1)|Strength mix|0
11443|Strength mix(2)|Strength mix|0
11444|Strength mix(2)|Strength mix|0
11445|Combat mix(2)|Combat mix|0
11446|Combat mix(2)|Combat mix|0
11447|Combat mix(1)|Combat mix|0
11448|Combat mix(1)|Combat mix|0
11449|Restore mix(2)|Restore mix|0
11450|Restore mix(2)|Restore mix|0
11451|Restore mix(1)|Restore mix|0
11452|Restore mix(1)|Restore mix|0
11453|Energy mix(2)|Energy mix|0
11454|Energy mix(2)|Energy mix|0
11455|Energy mix(1)|Energy mix|0
11456|Energy mix(1)|Energy mix|0
11457|Defence mix(2)|Defence mix|0
11458|Defence mix(2)|Defence mix|0
11459|Defence mix(1)|Defence mix|0
11460|Defence mix(1)|Defence mix|0
11461|Agility mix(2)|Agility mix|0
11462|Agility mix(2)|Agility mix|0
11463|Agility mix(1)|Agility mix|0
11464|Agility mix(1)|Agility mix|0
11465|Prayer mix(2)|Prayer mix|0
11466|Prayer mix(2)|Prayer mix|0
11467|Prayer mix(1)|Prayer mix|0
11468|Prayer mix(1)|Prayer mix|0
11469|Superattack mix(2)|Superattack mix|0
11470|Superattack mix(2)|Superattack mix|0
11471|Superattack mix(1)|Superattack mix|0
11472|Superattack mix(1)|Superattack mix|0
11473|Anti-poison supermix(2)|Anti-poison supermix|0
11474|Anti-poison supermix(2)|Anti-poison supermix|0
11475|Anti-poison supermix(1)|Anti-poison supermix|0
11476|Anti-poison supermix(1)|Anti-poison supermix|0
11477|Fishing mix(2)|Fishing mix|0
11478|Fishing mix(2)|Fishing mix|0
11479|Fishing mix(1)|Fishing mix|0
11480|Fishing mix(1)|Fishing mix|0
11481|Super energy mix(2)|Super energy mix|0
11482|Super energy mix(2)|Super energy mix|0
11483|Super energy mix(1)|Super energy mix|0
11484|Super energy mix(1)|Super energy mix|0
11485|Super str. mix(2)|Super str. mix|0
11486|Super str. mix(2)|Super str. mix|0
11487|Super str. mix(1)|Super str. mix|0
11488|Super str. mix(1)|Super str. mix|0
11489|Magic essence mix(2)|Magic essence mix|0
11490|Magic essence mix(2)|Magic essence mix|0
11491|Magic essence mix(1)|Magic essence mix|0
11492|Magic essence mix(1)|Magic essence mix|0
11493|Super restore mix(2)|Super restore mix|0
11494|Super restore mix(2)|Super restore mix|0
11495|Super restore mix(1)|Super restore mix|0
11496|Super restore mix(1)|Super restore mix|0
11497|Super def. mix(2)|Super def. mix|0
11498|Super def. mix(2)|Super def. mix|0
11499|Super def. mix(1)|Super def. mix|0
11500|Super def. mix(1)|Super def. mix|0
11501|Antidote+ mix(2)|Antidote+ mix|0
11502|Antidote+ mix(2)|Antidote+ mix|0
11503|Antidote+ mix(1)|Antidote+ mix|0
11504|Antidote+ mix(1)|Antidote+ mix|0
11505|Antifire mix(2)|Antifire mix|0
11506|Antifire mix(2)|Antifire mix|0
11507|Antifire mix(1)|Antifire mix|0
11508|Antifire mix(1)|Antifire mix|0
11509|Ranging mix(2)|Ranging mix|0
11510|Ranging mix(2)|Ranging mix|0
11511|Ranging mix(1)|Ranging mix|0
11512|Ranging mix(1)|Ranging mix|0
11513|Magic mix(2)|Magic mix|0
11514|Magic mix(2)|Magic mix|0
11515|Magic mix(1)|Magic mix|0
11516|Magic mix(1)|Magic mix|0
11517|Hunting mix(2)|Hunting mix|0
11518|Hunting mix(2)|Hunting mix|0
11519|Hunting mix(1)|Hunting mix|0
11520|Hunting mix(1)|Hunting mix|0
11521|Zamorak mix(2)|Zamorak mix|0
11522|Zamorak mix(2)|Zamorak mix|0
11523|Zamorak mix(1)|Zamorak mix|0
11524|Zamorak mix(1)|Zamorak mix|0
11525|Wimpy feather|None|2
11666|Void seal(8)|Void seal|0
11667|Void seal(7)|Void seal|0
11668|Void seal(6)|Void seal|0
11669|Void seal(5)|Void seal|0
11670|Void seal(4)|Void seal|0
11671|Void seal(3)|Void seal|0
11672|Void seal(2)|Void seal|0
11673|Void seal(1)|Void seal|0
11710|Anti-dragon shield (nz)|Anti-dragon shield|0
11711|Magic secateurs (nz)|Magic secateurs|0
11712|Chaos rune (nz)|Chaos rune|0
11713|Death rune (nz)|Death rune|0
11714|Blood rune (nz)|Blood rune|0
11715|Air rune (nz)|Air rune|0
11716|Water rune (nz)|Water rune|0
11717|Earth rune (nz)|Earth rune|0
11718|Fire rune (nz)|Fire rune|0
11719|Rune pickaxe (nz)|Rune pickaxe|0
11720|Mithril pickaxe (nz)|Mithril pickaxe|0
11721|Iron pickaxe (nz)|Iron pickaxe|0
11722|Super ranging (4)|Super ranging|0
11723|Super ranging (3)|Super ranging|0
11724|Super ranging (2)|Super ranging|0
11725|Super ranging (1)|Super ranging|0
11726|Super magic potion (4)|Super magic potion|0
11727|Super magic potion (3)|Super magic potion|0
11728|Super magic potion (2)|Super magic potion|0
11729|Super magic potion (1)|Super magic potion|0
11730|Overload (4)|Overload|0
11731|Overload (3)|Overload|0
11732|Overload (2)|Overload|0
11733|Overload (1)|Overload|0
11734|Absorption (4)|Absorption|0
11735|Absorption (3)|Absorption|0
11736|Absorption (2)|Absorption|0
11737|Absorption (1)|Absorption|0
11739|Opened herb box|Herb box|0
11748|New crystal bow (i)|Crystal bow|0
11749|Crystal bow full (i)|Crystal bow|0
11750|Crystal bow 9/10 (i)|Crystal bow|0
11751|Crystal bow 8/10 (i)|Crystal bow|0
11752|Crystal bow 7/10 (i)|Crystal bow|0
11753|Crystal bow 6/10 (i)|Crystal bow|0
11754|Crystal bow 5/10 (i)|Crystal bow|0
11755|Crystal bow 4/10 (i)|Crystal bow|0
11756|Crystal bow 3/10 (i)|Crystal bow|0
11757|Crystal bow 2/10 (i)|Crystal bow|0
11758|Crystal bow 1/10 (i)|Crystal bow|0
11759|New crystal shield (i)|Crystal bow|0
11760|Crystal shield full (i)|Crystal shield|0
11761|Crystal shield 9/10 (i)|Crystal shield|0
11762|Crystal shield 8/10 (i)|Crystal shield|0
11763|Crystal shield 7/10 (i)|Crystal shield|0
11764|Crystal shield 6/10 (i)|Crystal shield|0
11765|Crystal shield 5/10 (i)|Crystal shield|0
11766|Crystal shield 4/10 (i)|Crystal shield|0
11767|Crystal shield 3/10 (i)|Crystal shield|0
11768|Crystal shield 2/10 (i)|Crystal shield|0
11769|Crystal shield 1/10 (i)|Crystal shield|0
11774|Black mask (10) (i)|Black mask (i)|0
11775|Black mask (9) (i)|Black mask (i)|0
11776|Black mask (8) (i)|Black mask (i)|0
11777|Black mask (7) (i)|Black mask (i)|0
11778|Black mask (6) (i)|Black mask (i)|0
11779|Black mask (5) (i)|Black mask (i)|0
11780|Black mask (4) (i)|Black mask (i)|0
11781|Black mask (3) (i)|Black mask (i)|0
11782|Black mask (2) (i)|Black mask (i)|0
11783|Black mask (1) (i)|Black mask (i)|0
11793|Agility jump|None|4
11866|Slayer ring (8)|Slayer ring|0
11867|Slayer ring (7)|Slayer ring|0
11868|Slayer ring (6)|Slayer ring|0
11869|Slayer ring (5)|Slayer ring|0
11870|Slayer ring (4)|Slayer ring|0
11871|Slayer ring (3)|Slayer ring|0
11872|Slayer ring (2)|Slayer ring|0
11873|Slayer ring (1)|Slayer ring|0
11893|Decorative armour|Decorative armour (red plateskirt)|0
11894|Decorative armour|Decorative armour (white plateskirt)|0
11895|Decorative armour|Decorative armour (gold plateskirt)|0
11896|Decorative armour|Decorative armour (magic top)|0
11897|Decorative armour|Decorative armour (magic legs)|0
11898|Decorative armour|Decorative armour (magic hat)|0
11899|Decorative armour|Decorative armour (ranged top)|0
11900|Decorative armour|Decorative armour (ranged legs)|0
11901|Decorative armour|Decorative armour (quiver)|0
11905|Trident of the seas (full)|Trident of the seas|0
11906|Trident of the seas (full)|Trident of the seas|0
11908|Uncharged trident|Trident of the seas|0
11909|Uncharged trident|Trident of the seas|0
11923|Broken pickaxe|None|2
11951|Extended antifire(4)|Extended antifire|0
11952|Extended antifire(4)|Extended antifire|0
11953|Extended antifire(3)|Extended antifire|0
11954|Extended antifire(3)|Extended antifire|0
11955|Extended antifire(2)|Extended antifire|0
11956|Extended antifire(2)|Extended antifire|0
11957|Extended antifire(1)|Extended antifire|0
11958|Extended antifire(1)|Extended antifire|0
11960|Extended antifire mix(2)|Extended antifire mix|0
11961|Extended antifire mix(2)|Extended antifire mix|0
11962|Extended antifire mix(1)|Extended antifire mix|0
11963|Extended antifire mix(1)|Extended antifire mix|0
11964|Amulet of glory (t6)|Amulet of glory|0
11965|Amulet of glory (t6)|Amulet of glory|0
11966|Amulet of glory (t5)|Amulet of glory|0
11967|Amulet of glory (t5)|Amulet of glory|0
11968|Skills necklace(6)|Skills necklace|0
11969|Skills necklace(6)|Skills necklace|0
11970|Skills necklace(5)|Skills necklace|0
11971|Skills necklace(5)|Skills necklace|0
11972|Combat bracelet(6)|Combat bracelet|0
11973|Combat bracelet(6)|Combat bracelet|0
11974|Combat bracelet(5)|Combat bracelet|0
11975|Combat bracelet(5)|Combat bracelet|0
11976|Amulet of glory(5)|Amulet of glory|0
11977|Amulet of glory(5)|Amulet of glory|0
11978|Amulet of glory(6)|Amulet of glory|0
11979|Amulet of glory(6)|Amulet of glory|0
11980|Ring of wealth (5)|Ring of wealth|0
11981|Ring of wealth (5)|Ring of wealth|0
11982|Ring of wealth (4)|Ring of wealth|0
11983|Ring of wealth (4)|Ring of wealth|0
11984|Ring of wealth (3)|Ring of wealth|0
11985|Ring of wealth (3)|Ring of wealth|0
11986|Ring of wealth (2)|Ring of wealth|0
11987|Ring of wealth (2)|Ring of wealth|0
11988|Ring of wealth (1)|Ring of wealth|0
11989|Ring of wealth (1)|Ring of wealth|0
11997|Easter|None|4
12022|Casket (medium)|Reward casket (medium)|0
12024|Casket (medium)|Reward casket (medium)|0
12026|Casket (medium)|Reward casket (medium)|0
12028|Casket (medium)|Reward casket (medium)|0
12030|Casket (medium)|Reward casket (medium)|0
12032|Casket (medium)|Reward casket (medium)|0
12034|Casket (medium)|Reward casket (medium)|0
12036|Casket (medium)|Reward casket (medium)|0
12038|Casket (medium)|Reward casket (medium)|0
12040|Casket (medium)|Reward casket (medium)|0
12042|Casket (medium)|Reward casket (medium)|0
12044|Casket (medium)|Reward casket (medium)|0
12046|Casket (medium)|Reward casket (medium)|0
12048|Casket (medium)|Reward casket (medium)|0
12050|Casket (medium)|Reward casket (medium)|0
12052|Casket (medium)|Reward casket (medium)|0
12054|Casket (medium)|Reward casket (medium)|0
12056|Challenge scroll (medium)|Challenge scroll|0
12058|Challenge scroll (medium)|Challenge scroll|0
12060|Challenge scroll (medium)|Challenge scroll|0
12062|Challenge scroll (medium)|Challenge scroll|0
12064|Challenge scroll (medium)|Challenge scroll|0
12066|Challenge scroll (medium)|Challenge scroll|0
12068|Challenge scroll (medium)|Challenge scroll|0
12070|Challenge scroll (medium)|Challenge scroll|0
12072|Challenge scroll (medium)|Challenge scroll|0
12084|Casket (elite)|Reward casket (elite)|0
12112|Casket (elite)|Reward casket (elite)|0
12128|Challenge scroll (elite)|Challenge scroll|0
12129|Casket (elite)|Reward casket (elite)|0
12131|Casket (elite)|Reward casket (elite)|0
12139|Challenge scroll (elite)|Challenge scroll|0
12160|Casket (elite)|Reward casket (elite)|0
12161|Puzzle box (elite)|Puzzle box|0
12163|Casket (easy)|Reward casket (easy)|0
12165|Casket (easy)|Reward casket (easy)|0
12171|Casket (easy)|Reward casket (easy)|0
12180|Casket (easy)|Reward casket (easy)|0
12401|Teleport scroll|Bounty teleport scroll|0
12543|Casket (hard)|Reward casket (hard)|0
12545|Casket (hard)|Reward casket (hard)|0
12547|Casket (hard)|Reward casket (hard)|0
12549|Casket (hard)|Reward casket (hard)|0
12551|Casket (hard)|Reward casket (hard)|0
12553|Casket (hard)|Reward casket (hard)|0
12555|Casket (hard)|Reward casket (hard)|0
12557|Casket (hard)|Reward casket (hard)|0
12559|Casket (hard)|Reward casket (hard)|0
12561|Casket (hard)|Reward casket (hard)|0
12563|Casket (hard)|Reward casket (hard)|0
12565|Casket (hard)|Reward casket (hard)|0
12567|Challenge scroll (hard)|Challenge scroll|0
12569|Challenge scroll (hard)|Challenge scroll|0
12571|Challenge scroll (hard)|Challenge scroll|0
12573|Challenge scroll (hard)|Challenge scroll|0
12575|Challenge scroll (hard)|Challenge scroll|0
12577|Challenge scroll (hard)|Challenge scroll|0
12579|Puzzle box (hard)|Puzzle box|0
12580|Casket (hard)|Reward casket (hard)|0
12582|Puzzle box (hard)|Puzzle box|0
12583|Casket (hard)|Reward casket (hard)|0
12585|Puzzle box (hard)|Puzzle box|0
12586|Casket (hard)|Reward casket (hard)|0
12588|Puzzle box (hard)|Puzzle box|0
12589|Casket (hard)|Reward casket (hard)|0
12591|Casket (hard)|Reward casket (hard)|0
12594|Broken pickaxe|None|2
12595|Broken pickaxe|None|2
12607|Damaged book|Damaged book (Bandos)|0
12609|Damaged book|Damaged book (Armadyl)|0
12611|Damaged book|Damaged book (Ancient)|0
12625|Stamina potion(4)|Stamina potion|0
12626|Stamina potion(4)|Stamina potion|0
12627|Stamina potion(3)|Stamina potion|0
12628|Stamina potion(3)|Stamina potion|0
12629|Stamina potion(2)|Stamina potion|0
12630|Stamina potion(2)|Stamina potion|0
12631|Stamina potion(1)|Stamina potion|0
12632|Stamina potion(1)|Stamina potion|0
12633|Stamina mix(2)|Stamina mix|0
12634|Stamina mix(2)|Stamina mix|0
12635|Stamina mix(1)|Stamina mix|0
12636|Stamina mix(1)|Stamina mix|0
12656|Junk|None|2
12657|Junk|None|2
12659|Clan wars cape|None|2
12660|Clan wars cape|None|2
12661|Clan wars cape|None|2
12662|Clan wars cape|None|2
12663|Clan wars cape|None|2
12664|Clan wars cape|None|2
12665|Clan wars cape|None|2
12666|Clan wars cape|None|2
12667|Clan wars cape|None|2
12668|Clan wars cape|None|2
12669|Clan wars cape|None|2
12670|Clan wars cape|None|2
12671|Clan wars cape|None|2
12672|Clan wars cape|None|2
12673|Clan wars cape|None|2
12674|Clan wars cape|None|2
12675|Clan wars cape|None|2
12676|Clan wars cape|None|2
12677|Clan wars cape|None|2
12678|Clan wars cape|None|2
12679|Clan wars cape|None|2
12680|Clan wars cape|None|2
12681|Clan wars cape|None|2
12682|Clan wars cape|None|2
12683|Clan wars cape|None|2
12684|Clan wars cape|None|2
12685|Clan wars cape|None|2
12686|Clan wars cape|None|2
12687|Clan wars cape|None|2
12688|Clan wars cape|None|2
12689|Clan wars cape|None|2
12690|Clan wars cape|None|2
12693|Kree'arra|None|4
12694|Chaos elemental|None|4
12695|Super combat potion(4)|Super combat potion|0
12696|Super combat potion(4)|Super combat potion|0
12697|Super combat potion(3)|Super combat potion|0
12698|Super combat potion(3)|Super combat potion|0
12699|Super combat potion(2)|Super combat potion|0
12700|Super combat potion(2)|Super combat potion|0
12701|Super combat potion(1)|Super combat potion|0
12702|Super combat potion(1)|Super combat potion|0
12725|Menagerie|None|4
12726|Menagerie|None|4
12748|Mysterious emblem (tier 2)|Mysterious emblem|0
12749|Mysterious emblem (tier 3)|Mysterious emblem|0
12750|Mysterious emblem (tier 4)|Mysterious emblem|0
12751|Mysterious emblem (tier 5)|Mysterious emblem|0
12752|Mysterious emblem (tier 6)|Mysterious emblem|0
12753|Mysterious emblem (tier 7)|Mysterious emblem|0
12754|Mysterious emblem (tier 8)|Mysterious emblem|0
12755|Mysterious emblem (tier 9)|Mysterious emblem|0
12756|Mysterious emblem (tier 10)|Mysterious emblem|0
12792|Nest box (empty)|Nest box|0
12793|Nest box (seeds)|Nest box|0
12794|Nest box (ring)|Nest box|0
12808|Sara's blessed sword (full)|Saradomin's blessed sword|0
12835|Community pumpkin|None|2
12841|Hourglass|Hourglass (2014 Hallowe'en event)|0
12851|Amulet of the damned (full)|Amulet of the damned|0
12852|Amulet of the damned (full)|Amulet of the damned|0
12898|Antisanta's coal box (full)|Antisanta's coal box|0
12900|Uncharged toxic trident|Trident of the swamp|0
12901|Uncharged toxic trident|Trident of the swamp|0
12902|Toxic staff (uncharged)|Toxic staff of the dead|0
12903|Toxic staff (uncharged)|Toxic staff of the dead|0
12905|Anti-venom(4)|Anti-venom|0
12906|Anti-venom(4)|Anti-venom|0
12907|Anti-venom(3)|Anti-venom|0
12908|Anti-venom(3)|Anti-venom|0
12909|Anti-venom(2)|Anti-venom|0
12910|Anti-venom(2)|Anti-venom|0
12911|Anti-venom(1)|Anti-venom|0
12912|Anti-venom(1)|Anti-venom|0
12913|Anti-venom+(4)|Anti-venom+|0
12914|Anti-venom+(4)|Anti-venom+|0
12915|Anti-venom+(3)|Anti-venom+|0
12916|Anti-venom+(3)|Anti-venom+|0
12917|Anti-venom+(2)|Anti-venom+|0
12918|Anti-venom+(2)|Anti-venom+|0
12919|Anti-venom+(1)|Anti-venom+|0
12920|Anti-venom+(1)|Anti-venom+|0
12924|Toxic blowpipe (empty)|Toxic blowpipe|0
12925|Toxic blowpipe (empty)|Toxic blowpipe|0
12929|Serpentine helm (uncharged)|Serpentine helm|0
12930|Serpentine helm (uncharged)|Serpentine helm|0
13068|Quest point cape (t)|Quest point cape|0
13069|Achievement diary cape (t)|Achievement diary cape|0
13074|Pharaoh's sceptre (8)|Pharaoh's sceptre|0
13075|Pharaoh's sceptre (7)|Pharaoh's sceptre|0
13076|Pharaoh's sceptre (6)|Pharaoh's sceptre|0
13077|Pharaoh's sceptre (5)|Pharaoh's sceptre|0
13078|Pharaoh's sceptre (4)|Pharaoh's sceptre|0
13079|Enchanted lyre(5)|Enchanted lyre|0
13080|New crystal halberd full (i)|Crystal halberd|0
13081|Crystal halberd full (i)|Crystal halberd|0
13082|Crystal halberd 9/10 (i)|Crystal halberd|0
13083|Crystal halberd 8/10 (i)|Crystal halberd|0
13084|Crystal halberd 7/10 (i)|Crystal halberd|0
13085|Crystal halberd 6/10 (i)|Crystal halberd|0
13086|Crystal halberd 5/10 (i)|Crystal halberd|0
13087|Crystal halberd 4/10 (i)|Crystal halberd|0
13088|Crystal halberd 3/10 (i)|Crystal halberd|0
13089|Crystal halberd 2/10 (i)|Crystal halberd|0
13090|Crystal halberd 1/10 (i)|Crystal halberd|0
13091|New crystal halberd full|Crystal halberd|0
13092|Crystal halberd full|Crystal halberd|0
13093|Crystal halberd 9/10|Crystal halberd|0
13094|Crystal halberd 8/10|Crystal halberd|0
13095|Crystal halberd 7/10|Crystal halberd|0
13096|Crystal halberd 6/10|Crystal halberd|0
13097|Crystal halberd 5/10|Crystal halberd|0
13098|Crystal halberd 4/10|Crystal halberd|0
13099|Crystal halberd 3/10|Crystal halberd|0
13100|Crystal halberd 2/10|Crystal halberd|0
13101|Crystal halberd 1/10|Crystal halberd|0
13102|Teleport crystal (5)|Teleport crystal|0
13192|Old school bond (untradeable)|Old school bond|0
13196|Tanzanite helm (uncharged)|Tanzanite helm|0
13198|Magma helm (uncharged)|Magma helm|0
13206|Null|None|1
13211|Null|None|1
13219|Null|None|1
13222|Music cape(t)|Music cape|0
13242|Infernal axe (uncharged)|Infernal axe|0
13244|Infernal pickaxe (uncharged)|Infernal pickaxe|0
13248|Key master's key|None|4
13267|Abyssal dagger (p)|Abyssal dagger|0
13268|Abyssal dagger (p)|Abyssal dagger|0
13269|Abyssal dagger (p+)|Abyssal dagger|0
